#,Data-set path,Unit Test Grade,ChatGPT Grade,Execution Time
4649,00011_00001,100,85,1.4030403
4650,00011_00002,100,95,1.2974169
4651,00011_00004,20,50,1.8022489
4652,00011_00005,100,100,2.2763903
4653,00012_00001,20,30,6.4682317
4654,00012_00002,20,60,26.172529
4655,00012_00003,100,50,1.4929063
4656,00012_00004,100,85,1.2929323
4657,00012_00005,100,90,1.9489544
4658,00012_00006,100,100,1.891306
4659,00013_00001,20,90,6.4880872
4660,00014_00001,100,65,1.1482256
4661,00014_00002,100,60,1.2802048
4662,00014_00003,100,75,1.2253933
4663,00014_00004,100,45,1.4837956
4664,00014_00005,100,55,1.5049093
4665,00015_00001,100,100,1.2874118
4666,00015_00002,100,100,1.3694508
4667,00015_00003,100,100,1.6038594
4668,00016_00001,100,100,1.7204309
4669,00016_00002,100,95,1.6765426
4670,00017_00001,100,100,1.243954
4671,00017_00003,100,90,1.4917382
4672,00018_00001,100,95,1.1388113
4673,00019_00001,100,65,1.4452363
4674,00019_00002,20,70,1.2430084
4675,00019_00003,100,100,1.2000527
4676,00020_00001,100,100,0.9445025
4677,00021_00001,100,100,0.9827834
4678,00021_00002,100,100,1.0005414
4679,00021_00003,20,90,6.4790076
4680,00021_00006,20,85,6.4353776
4681,00022_00001,100,65,1.2938141
4682,00022_00002,100,100,1.1462336
4683,00023_00001,100,95,3.2160205
4684,00023_00002,20,40,2.8069711
4685,00023_00003,20,75,2.8871477
4686,00023_00004,20,75,3.1140582
4687,00024_00001,100,100,1.5642946
4688,00024_00002,100,85,2.0376073
4689,00024_00003,100,100,2.1325796
4690,00025_00001,20,80,1.2478249
4691,00026_00001,100,100,1.5092505
4692,00027_00001,100,60,1.789509
4693,00027_00002,100,60,1.3789968
4694,00027_00003,20,35,1.4967098
4695,00028_00001,20,50,1.5270563
4696,00028_00002,20,75,1.6771851
4697,00028_00005,20,60,6.4219586
4698,00029_00001,20,60,1.6059585
4699,00029_00002,20,0,1.3241581
4700,00030_00001,100,30,1.5358637
4701,00030_00002,100,90,1.3898135
4702,00030_00003,100,85,1.5006445
4703,00030_00004,100,85,1.549187
4704,00030_00005,100,90,1.1290716
4705,00030_00010,20,85,1.5867255
4706,00030_00011,20,80,1.7006338
4707,00030_00012,100,100,1.5115502
4708,00031_00001,100,100,1.467749
4709,00032_00001,100,100,1.5154851
4710,00033_00002,100,100,1.5554754
4711,00034_00001,100,100,1.0486727
4712,00037_00001,100,100,1.0108492
4713,00037_00002,100,85,1.1883946
4714,00037_00003,20,90,1.1187376
4715,00037_00004,20,100,1.1694621
4716,00037_00005,100,85,0.9117844
4717,00037_00006,20,85,1.0858109
4718,00037_00007,100,95,0.9027478
4719,00037_00008,100,100,1.0489653
4720,00037_00009,100,95,1.1265743
4721,00037_00010,100,100,1.1748686
4722,00037_00011,100,90,1.1863362
4723,00043_00001,20,65,6.9062264
4724,00043_00002,20,65,6.849794
4725,00043_00003,20,60,6.785619
4726,00043_00004,20,70,1.8115152
4727,00043_00005,100,100,1.6769376
4728,00044_00001,100,100,1.7365449
4729,00045_00001,100,90,1.6336195
4730,00046_00001,100,90,2.044567
4731,00049_00002,100,80,1.4416226
4732,00049_00003,100,60,1.5191391
4733,00049_00004,20,75,1.4413766
4734,00049_00005,20,70,1.4667493
4735,00049_00006,20,70,1.4840132
4736,00050_00001,100,90,1.2213748
4737,00050_00004,100,100,1.3051867
4738,00050_00005,100,95,1.2713531
4739,00051_00001,100,90,1.537005
4740,00051_00002,100,80,1.3080009
4741,00051_00005,100,100,1.2709314
4742,00052_00001,100,100,1.2413225
4743,00053_00001,100,95,1.2771176
4744,00055_00001,20,30,1.042369
4745,00055_00002,20,10,1.1300494
4746,00055_00003,20,40,1.1782652
4747,00056_00004,100,85,1.2072786
4748,00056_00005,0,50,1.1085387
4749,00057_00001,100,60,1.1234565
4750,00057_00002,20,60,1.2703347
4751,00057_00003,100,100,1.2097905
4752,00058_00001,20,80,1.6474058
4753,00058_00002,100,90,1.4571025
4754,00059_00003,0,60,1.2987766
4755,00063_00001,100,80,1.4187745
4756,00065_00003,100,100,1.3101752
4757,00065_00004,100,100,2.1175432
4758,00065_00006,100,100,1.661346
4759,00066_00001,100,85,2.0974239
4760,00066_00002,100,90,2.0913726
4761,00066_00003,100,95,2.0594825
4762,00066_00005,100,85,2.1420135
4763,00067_00001,100,100,1.4452606
4764,00068_00001,100,90,1.5584573
4765,00070_00001,100,90,1.4884648
4766,00071_00001,100,100,1.2891621
4767,00072_00002,100,65,1.8505467
4768,00073_00001,100,100,1.379418
4769,00073_00002,100,100,1.3387461
4770,00073_00003,100,90,1.3548106
4771,00073_00004,100,95,1.4556912
4772,00074_00001,100,100,1.3153976
4773,00076_00001,100,100,1.5376895
4774,00076_00002,100,90,1.5864539
4775,00076_00003,0,60,1.3219719
4776,00077_00001,100,100,2.1698469
4777,00077_00002,100,100,2.3297917
4778,00078_00001,100,100,1.5064785
4779,00078_00002,100,100,1.7374104
4780,00078_00003,100,100,1.8423718
4781,00078_00004,100,100,1.8213349
4782,00079_00001,100,90,1.1495674
4783,00080_00002,100,95,1.7494051
4784,00080_00003,100,90,1.9257062
4785,00082_00001,100,100,1.3713285
4786,00084_00001,100,100,1.468196
4787,00085_00001,100,75,1.4656654
4788,00085_00002,100,95,1.3004305
4789,00085_00006,100,100,1.092824
4790,00089_00001,100,100,0.9827553
4791,00092_00001,100,100,1.4708139
4792,00092_00002,100,100,1.2544287
4793,00092_00004,100,80,1.2751398
4794,00092_00005,100,35,1.1877406
4795,00092_00006,100,90,1.1305114
4796,00092_00007,100,50,1.2521828
4797,00092_00008,100,70,1.2271743
4798,00093_00001,100,100,0.9349907
4799,00093_00002,100,45,1.0188238
4800,00093_00003,100,80,1.0040294
4801,00093_00004,100,70,1.0550048
4802,00093_00005,100,90,1.0575593
4803,00093_00006,100,100,1.1649898
4804,00093_00007,100,80,1.6606054
4805,00094_00001,100,100,1.5787272
4806,00094_00002,100,100,1.7597321
4807,00094_00004,100,90,1.5145523
4808,00096_00001,100,65,1.1436545
4809,00097_00001,100,55,1.0645828
4810,00097_00002,100,100,1.0463006
4811,00099_00001,100,100,1.4761354
4812,00099_00002,100,100,1.6093472
4813,00099_00003,100,75,1.5493752
4814,00099_00004,100,90,1.4892836
4815,00099_00005,100,80,1.3943704
4816,00100_00001,100,100,1.2910066
4817,00100_00002,100,100,1.0237882
4818,00101_00001,100,10,1.0505139
4819,00101_00002,100,80,1.0169204
4820,00101_00003,100,90,0.8522948
4821,00102_00002,20,50,1.3082799
4822,00102_00003,20,85,1.3119192
4823,00103_00001,20,90,6.0900207
4824,00104_00001,100,100,0.9578777
4825,00104_00002,100,100,0.9010372
4826,00104_00003,100,100,1.1185323
4827,00106_00001,100,100,1.2372662
4828,00107_00001,100,80,1.794694
4829,00108_00001,100,100,1.0433951
4830,00110_00001,100,100,1.3474056
4831,00110_00002,100,100,1.3588875
4832,00110_00003,100,100,1.5749811
4833,00111_00001,20,50,1.899097
4834,00111_00004,100,100,1.5140435
4835,00111_00005,20,60,6.535909
4836,00111_00006,20,65,6.2965803
4837,00111_00007,20,60,6.0934297
4838,00111_00008,100,95,1.3614538
4839,00111_00009,100,100,1.6157656
4840,00111_00010,100,100,1.5688967
4841,00111_00011,20,65,1.5710217
4842,00111_00012,100,100,1.0006654
4843,00111_00013,100,100,1.0755826
4844,00111_00014,100,100,1.3317281
4845,00111_00016,100,100,1.5935657
4846,00111_00017,100,100,2.1947704
4847,00112_00001,20,50,6.4817589
4848,00112_00002,20,80,5.6648683
4849,00115_00002,100,100,1.8551564
4850,00115_00003,100,100,1.2736028
4851,00120_00001,100,80,1.2983399
4852,00123_00001,100,100,1.8110731
4853,00123_00002,100,100,1.8451954
4854,00123_00003,100,100,1.7995055
4855,00123_00004,100,100,1.9713072
4856,00123_00005,100,100,1.3595238
4857,00123_00007,100,90,1.4130247
4858,00124_00002,100,90,1.7975273
4859,00125_00001,20,40,5.9401941
4860,00127_00001,100,100,1.0233501
4861,00128_00002,100,90,1.143375
4862,00128_00003,100,80,0.9057651
4863,00128_00004,100,95,0.9249411
4864,00129_00001,100,100,1.1051778
4865,00132_00001,20,75,1.5278025
4866,00132_00002,100,100,1.4377699
4867,00132_00003,20,95,1.7345904
4868,00132_00004,100,100,1.4147455
4869,00132_00005,100,100,2.1334608
4870,00144_00003,20,30,6.9359575
4871,00148_00001,100,100,1.0936862
4872,00149_00001,20,80,1.488179
4873,00149_00002,100,100,1.43054
4874,00149_00003,20,80,1.6297352
4875,00150_00001,20,65,5.8599453
4876,00150_00002,20,80,5.2405682
4877,00150_00003,20,85,4.9895166
4878,00151_00001,100,100,0.7688835
4879,00155_00001,100,85,1.3455611
4880,00156_00002,100,100,0.933452
4881,00157_00001,100,90,1.1766939
4882,00159_00002,0,70,1.1526257
4883,00160_00001,20,100,6.258023
4884,00161_00005,0,70,1.1790752
4885,00161_00006,0,70,0.8689511
4886,00161_00011,100,100,0.7579865
4887,00162_00001,20,70,1.3532666
4888,00167_00001,100,100,1.0206847
4889,00170_00001,100,80,0.9742173
4890,00177_00001,100,100,1.2066385
4891,00183_00001,100,85,1.2800145
4892,00183_00002,100,100,1.7241436
4893,00183_00003,100,90,1.3702333
4894,00186_00001,100,100,1.4068216
4895,00188_00001,100,95,1.3268446
4896,00188_00002,100,100,0.9352303
4897,00189_00001,100,70,1.0255106
4898,00190_00001,100,100,0.749217
4899,00190_00002,100,100,0.7160991
4900,00192_00001,100,100,0.774403
4901,00193_00001,100,100,0.8175084
4902,00194_00001,100,100,0.7755732
4903,00195_00001,100,100,0.9778187
4904,00196_00001,100,100,0.9667571
4905,00197_00001,0,50,0.8388762
4906,00197_00002,100,90,0.9093645
4907,00197_00004,100,90,1.0492803
4908,00198_00001,20,90,1.4771244
4909,00198_00002,20,80,1.9368396
4910,00199_00001,100,70,1.2454188
4911,00199_00002,100,100,1.1620258
4912,00199_00004,100,100,1.5366433
4913,00200_00001,100,100,1.9540425
4914,00201_00001,100,100,2.6428585
4915,00202_00001,100,100,1.2846508
4916,00202_00003,0,0,0.0285999
4917,00203_00001,20,60,5.8196152
4918,00205_00001,100,100,1.1350501
4919,00206_00001,100,85,0.9816931
4920,00206_00002,100,80,0.9424878
4921,00206_00003,100,90,0.9305951
4922,00207_00001,20,10,1.2261568
4923,00210_00001,100,85,1.4728801
4924,00210_00002,100,55,1.486612
4925,00210_00003,100,60,1.5263399
4926,00210_00004,100,50,1.4925995
4927,00211_00001,20,50,0.7544501
4928,00211_00002,100,100,0.8707101
4929,00211_00003,100,100,1.0238589
4930,00211_00004,100,100,1.1057747
4931,00212_00001,100,100,0.9941946
4932,00212_00002,100,40,0.9917674
4933,00215_00001,100,90,0.7484167
4934,00215_00002,100,100,0.7648902
4935,00215_00003,100,90,0.7976518
4936,00216_00001,100,100,1.5546188
4937,00217_00001,100,100,0.8707616
4938,00218_00001,100,100,0.8211934
4939,00218_00002,100,100,0.7288411
4940,00219_00001,100,100,0.9829963
4941,00220_00001,100,100,1.1515905
4942,00222_00002,100,90,0.8396586
4943,00224_00001,100,95,1.0772715
4944,00224_00002,100,100,1.2684586
4945,00230_00001,100,100,1.5103232
4946,00232_00001,100,100,1.3384112
4947,00232_00002,0,0,0.0416585
4948,00235_00001,100,100,1.4547041
4949,00235_00002,100,90,1.4952434
4950,00241_00001,100,100,1.0769206
4951,00242_00003,0,65,1.0235786
4952,00251_00002,100,100,1.0092262
4953,00254_00001,100,100,0.8422049
4954,00000_00004,100,90,1.4689977
4955,00000_00005,20,100,1.9105034
4956,00000_00006,20,100,2.0176225
4957,00000_00007,100,100,2.2919677
4958,00000_00008,20,100,2.188321
4959,00001_00001,100,100,1.7314115
4960,00001_00002,20,95,1.3365607
4961,00003_00002,100,100,1.3743434
4962,00003_00003,100,100,1.5239146
4963,00003_00004,100,100,1.6132486
4964,00003_00005,100,100,1.2603599
4965,00003_00007,20,85,0.9453183
4966,00004_00002,100,90,0.8765166
4967,00005_00002,100,100,1.0342191
4968,00007_00004,20,95,5.3099667
4969,00007_00005,20,95,6.1849686
4970,00007_00006,100,90,1.3190938
4971,00009_00001,100,100,1.5761172
4972,00009_00002,100,90,1.4561938
4973,00009_00003,100,90,1.3765432
4974,00009_00004,100,80,1.3685072
4975,00009_00005,100,100,1.5330376
4976,00009_00006,100,100,1.3942203
4977,00010_00004,100,90,1.3459381
4978,00010_00005,100,90,1.0359166
4979,00010_00006,100,90,1.4775072
4980,00011_00003,100,90,1.5458708
4981,00013_00002,100,95,1.6890968
4982,00013_00003,100,100,1.7628102
4983,00013_00004,20,95,6.7320839
4984,00013_00005,20,90,6.5164918
4985,00013_00006,20,100,6.809917
4986,00013_00007,20,100,6.8243468
4987,00013_00008,20,95,6.8136741
4988,00014_00006,100,100,1.0391041
4989,00016_00003,100,90,1.0576711
4990,00021_00004,20,100,5.9597746
4991,00021_00005,20,95,6.0318355
4992,00021_00007,20,90,6.3330965
4993,00021_00008,20,90,6.3144161
4994,00021_00009,20,95,6.4535349
4995,00021_00010,100,100,1.4975421
4996,00021_00011,100,100,1.6942674
4997,00022_00003,100,90,1.4621841
4998,00023_00005,20,60,1.7764593
4999,00023_00006,100,40,2.7785729
5000,00025_00002,20,70,1.2648904
5001,00026_00003,20,60,1.5363057
5002,00028_00003,100,70,1.1323241
5003,00029_00003,100,90,1.9493436
5004,00029_00004,100,95,1.9918866
5005,00029_00005,100,95,1.9358011
5006,00029_00006,100,90,1.8775167
5007,00029_00007,100,90,1.759545
5008,00029_00008,100,90,2.2313298
5009,00029_00009,100,90,1.9350353
5010,00029_00010,100,80,1.9365221
5011,00029_00011,100,90,1.8909157
5012,00029_00012,100,80,2.1032254
5013,00029_00013,100,80,2.0854416
5014,00029_00014,100,80,1.8183905
5015,00029_00015,100,65,1.6333937
5016,00030_00006,20,70,1.0353008
5017,00030_00007,100,100,1.0924126
5018,00033_00001,20,40,1.0946452
5019,00034_00002,100,100,1.0231723
5020,00035_00001,100,90,1.7704783
5021,00036_00001,20,90,1.3572457
5022,00038_00001,100,100,1.2708727
5023,00038_00002,100,100,1.1775454
5024,00040_00001,100,100,2.1467115
5025,00041_00001,100,70,1.2980916
5026,00043_00006,100,90,2.0935221
5027,00043_00007,100,100,2.048358
5028,00048_00002,100,100,1.1520033
5029,00049_00001,100,70,1.4685726
5030,00050_00002,100,30,1.1875137
5031,00050_00003,20,80,1.0018754
5032,00055_00004,100,70,1.1943146
5033,00055_00005,100,100,1.1903879
5034,00056_00001,100,90,1.1779041
5035,00056_00002,100,100,1.3726309
5036,00056_00003,100,90,1.1368426
5037,00059_00001,100,100,1.2221602
5038,00061_00001,100,100,1.1779242
5039,00061_00002,100,100,1.2506896
5040,00065_00001,100,100,1.7506589
5041,00065_00002,100,80,2.0592566
5042,00065_00005,100,100,1.5583496
5043,00065_00007,100,90,2.477536
5044,00066_00006,100,90,1.8775068
5045,00066_00007,100,100,2.031888
5046,00066_00008,20,85,2.1779264
5047,00072_00001,100,40,2.0245621
5048,00075_00001,100,100,1.4748586
5049,00078_00005,20,100,2.1436001
5050,00078_00006,20,90,2.1709547
5051,00079_00002,0,0,1.1210844
5052,00082_00002,100,85,1.7479526
5053,00085_00003,20,55,1.1013247
5054,00085_00004,20,85,0.9930531
5055,00085_00005,100,90,1.0251297
5056,00085_00007,100,40,1.1731053
5057,00087_00001,100,90,1.2274592
5058,00088_00001,100,100,1.2408577
5059,00093_00008,100,100,1.6428727
5060,00094_00003,100,90,1.7124948
5061,00094_00005,100,100,1.5466371
5062,00095_00002,20,60,2.1896895
5063,00095_00003,20,60,1.8723145
5064,00095_00004,20,85,2.0982116
5065,00095_00005,20,65,1.9669435
5066,00098_00001,100,100,1.0098024
5067,00099_00006,20,85,6.6062247
5068,00099_00007,20,90,6.6161519
5069,00103_00002,20,75,6.3801367
5070,00103_00003,20,60,6.1906016
5071,00103_00004,20,95,6.3531356
5072,00103_00005,100,95,1.5763967
5073,00104_00004,100,90,1.3478073
5074,00104_00005,100,85,1.2093219
5075,00104_00006,20,75,1.1553357
5076,00105_00002,20,90,1.4464363
5077,00105_00003,20,90,0.9945381
5078,00105_00004,20,90,1.6674181
5079,00105_00005,20,70,1.1401554
5080,00107_00002,20,0,2.0894455
5081,00107_00003,100,70,2.2601261
5082,00108_00002,100,90,1.1285209
5083,00108_00003,100,100,1.2299511
5084,00108_00004,100,100,1.3220308
5085,00108_00005,100,100,1.1501258
5086,00108_00006,100,100,1.1355771
5087,00109_00001,100,100,1.0515953
5088,00109_00002,100,100,1.2499781
5089,00111_00002,20,60,1.4265321
5090,00111_00003,20,75,1.3093834
5091,00115_00001,100,55,1.6116719
5092,00119_00001,100,90,1.1830566
5093,00120_00002,20,50,1.1628873
5094,00120_00003,100,80,1.1120808
5095,00120_00004,100,65,1.1307739
5096,00121_00001,100,100,2.0675412
5097,00121_00002,100,100,1.6770913
5098,00122_00001,100,90,2.099725
5099,00122_00002,20,80,6.1968468
5100,00123_00006,20,50,2.0320222
5101,00124_00001,20,75,1.7816644
5102,00126_00001,100,100,2.0444614
5103,00126_00002,100,100,2.5648452
5104,00127_00002,100,100,1.375196
5105,00128_00005,100,100,1.1105091
5106,00133_00001,100,100,2.032831
5107,00137_00001,20,85,1.4494621
5108,00137_00002,20,100,1.2567751
5109,00138_00001,100,100,1.7676133
5110,00138_00003,100,100,1.776234
5111,00140_00002,100,100,1.2718398
5112,00140_00003,20,100,1.0904226
5113,00144_00001,20,15,1.8380562
5114,00144_00002,20,55,1.7399871
5115,00146_00001,100,100,1.1937676
5116,00147_00001,20,90,1.2952624
5117,00148_00002,20,100,1.2488238
5118,00148_00003,100,100,1.2404237
5119,00148_00006,100,100,1.179233
5120,00149_00004,100,90,1.5798656
5121,00149_00005,100,90,1.6790144
5122,00149_00006,100,80,1.5635512
5123,00152_00002,20,100,1.9401282
5124,00152_00003,20,100,1.9560679
5125,00152_00004,20,100,1.980383
5126,00152_00005,20,100,1.9313256
5127,00153_00001,20,90,2.1649075
5128,00156_00001,100,40,1.2588293
5129,00158_00001,100,90,2.042138
5130,00158_00002,20,100,2.3234068
5131,00159_00001,100,95,1.3002954
5132,00159_00003,100,70,1.1852758
5133,00159_00004,20,80,1.2819399
5134,00161_00001,100,90,1.1328322
5135,00161_00002,100,100,1.078933
5136,00161_00003,100,95,1.0112744
5137,00161_00007,100,90,1.3051151
5138,00161_00008,20,70,1.254594
5139,00161_00009,100,90,1.1909764
5140,00161_00010,20,50,1.166141
5141,00162_00002,20,95,1.8590954
5142,00162_00003,100,100,1.6187518
5143,00162_00004,100,100,2.1378288
5144,00168_00001,100,100,2.1424862
5145,00174_00001,20,100,1.1839521
5146,00177_00002,20,25,2.1648729
5147,00177_00003,20,80,1.9949144
5148,00177_00004,20,65,2.0618581
5149,00181_00001,100,70,1.0371411
5150,00181_00002,20,60,0.8498544
5151,00181_00003,20,90,0.7314299
5152,00185_00001,20,75,0.8434882
5153,00186_00002,20,70,1.5100004
5154,00186_00003,20,90,1.6516709
5155,00187_00001,20,40,1.3312625
5156,00187_00002,20,85,1.4554576
5157,00191_00001,100,100,1.3370043
5158,00191_00002,100,100,1.4542464
5159,00197_00003,100,100,1.2916256
5160,00197_00005,100,100,0.7491113
5161,00199_00003,100,100,0.8127171
5162,00209_00001,100,100,0.9048238
5163,00210_00005,20,80,1.0937688
5164,00211_00005,100,100,1.21563
5165,00212_00003,100,100,1.1434725
5166,00214_00001,20,85,1.4865876
5167,00217_00002,100,85,1.0267878
5168,00221_00001,100,100,1.0142171
5169,00222_00001,20,100,1.0503917
5170,00222_00003,100,80,1.2253857
5171,00223_00002,100,100,1.9535116
5172,00223_00003,100,100,2.3455346
5173,00225_00001,20,95,1.3576885
5174,00225_00002,100,100,1.5707449
5175,00225_00003,20,60,1.849207
5176,00226_00001,20,100,1.5455319
5177,00226_00002,20,100,1.3497355
5178,00226_00003,20,100,1.5206781
5179,00227_00001,20,50,1.1950609
5180,00227_00002,20,60,1.0275729
5181,00227_00003,20,95,1.1518453
5182,00227_00004,20,100,0.8311302
5183,00227_00005,20,85,0.7898147
5184,00227_00006,20,80,0.7512952
5185,00227_00007,20,100,0.7743241
5186,00227_00008,20,100,0.7704992
5187,00228_00001,100,75,0.8876733
5188,00238_00001,20,100,0.9635454
5189,00238_00002,20,50,0.9466551
5190,00242_00002,20,0,1.1846395
5191,00244_00001,100,100,1.0667031
5192,00245_00001,20,100,0.9720244
5193,00246_00001,100,80,0.7534098
5194,00250_00001,20,100,0.7697843
5195,00250_00002,20,100,0.8929295
5196,00251_00001,100,100,0.7582113
5197,00251_00003,100,90,0.736244
5198,00251_00004,100,100,0.7653761
5199,00253_00001,100,90,0.794008
5200,00254_00002,100,100,0.8476538
5201,00254_00003,100,100,0.8207543
5202,00255_00001,20,100,0.8578882
5203,00000_00002,100,95,1.8685864
5204,00001_00005,100,95,1.2680709
5205,00002_00007,100,100,1.4046333
5206,00003_00002,100,90,3.1578385
5207,00004_00001,100,95,2.4240839
5208,00005_00010,100,90,1.0781927
5209,00006_00010,20,95,6.065561
5210,00008_00006,100,95,1.2314441
5211,00008_00007,100,100,1.2020111
5212,00009_00003,100,95,1.0556164
5213,00010_00003,100,95,1.1303198
5214,00011_00002,100,95,1.9797795
5215,00012_00003,100,80,1.5132304
5216,00013_00006,100,95,1.3188709
5217,00014_00001,100,95,0.8716198
5218,00015_00001,100,90,1.3389373
5219,00015_00003,100,95,1.3823766
5220,00016_00007,100,90,1.0735445
5221,00017_00003,100,100,1.0018341
5222,00018_00001,100,90,1.0251895
5223,00019_00001,100,95,1.4406774
5224,00020_00004,100,90,1.0207207
5225,00021_00008,100,100,1.0402514
5226,00021_00009,100,100,1.139619
5227,00022_00004,100,95,1.6804889
5228,00023_00003,100,100,0.9417478
5229,00024_00003,100,95,0.957845
5230,00025_00008,100,100,1.6071328
5231,00027_00004,100,90,0.8509578
5232,00028_00002,100,90,0.8547576
5233,00029_00002,100,95,0.8436081
5234,00031_00005,100,95,1.3098935
5235,00032_00001,100,95,1.3492907
5236,00032_00002,100,90,1.2637004
5237,00033_00002,100,95,1.1075763
5238,00034_00002,100,100,1.1136408
5239,00035_00001,100,100,1.1321066
5240,00040_00006,100,90,1.0556049
5241,00042_00012,100,95,0.8161471
5242,00043_00010,100,100,1.0780174
5243,00044_00007,100,100,0.8485767
5244,00045_00003,100,100,0.8075972
5245,00046_00002,100,90,0.8250742
5246,00047_00006,100,95,1.2677045
5247,00048_00004,100,95,1.7540859
5248,00049_00008,100,90,1.1295278
5249,00050_00007,100,100,1.3404766
5250,00050_00008,100,80,1.199982
5251,00050_00009,100,90,1.1236679
5252,00051_00002,100,90,2.4318365
5253,00051_00006,100,95,1.4506671
5254,00052_00009,100,95,1.55149
5255,00052_00015,20,95,6.3304481
5256,00053_00010,100,95,1.0261065
5257,00054_00012,100,100,1.4519772
5258,00055_00004,100,100,1.2012568
5259,00056_00005,100,92,1.8429499
5260,00056_00007,100,90,1.9423315
5261,00057_00028,100,100,1.3271021
5262,00058_00002,100,85,1.0547954
5263,00059_00002,100,95,1.0136433
5264,00059_00003,100,100,0.7969671
5265,00061_00003,100,95,0.9606532
5266,00062_00003,100,100,0.9024901
5267,00064_00005,100,100,0.9013671
5268,00065_00002,100,90,0.9000871
5269,00066_00002,100,100,1.7702516
5270,00068_00002,100,100,1.1886162
5271,00069_00002,100,100,1.1876085
5272,00070_00005,100,95,1.2906542
5273,00070_00006,100,100,1.1622241
5274,00071_00001,100,100,1.2370207
5275,00073_00005,20,85,6.1592275
5276,00074_00004,100,100,1.2009914
5277,00075_00010,100,95,1.1562788
5278,00076_00004,100,90,1.0424287
5279,00077_00010,100,90,0.8216398
5280,00077_00016,100,100,0.8267674
5281,00078_00006,100,100,1.0020283
5282,00079_00013,100,100,0.8219118
5283,00081_00003,100,95,0.7835445
5284,00082_00003,100,95,1.6945569
5285,00083_00004,100,90,1.5558631
5286,00084_00004,100,95,1.7929926
5287,00085_00001,100,100,1.2939507
5288,00085_00003,100,95,1.1268043
5289,00086_00012,100,90,1.4137945
5290,00087_00026,20,90,6.0868893
5291,00087_00028,100,80,1.0409053
5292,00088_00002,100,95,1.0898372
5293,00088_00004,100,90,1.7560009
5294,00089_00007,100,85,1.7399969
5295,00091_00004,100,100,1.5057707
5296,00091_00005,100,90,1.0428523
5297,00093_00002,100,100,1.124551
5298,00093_00003,100,100,1.3698727
5299,00095_00004,100,90,2.7099351
5300,00096_00009,100,90,1.6600102
5301,00096_00010,100,90,1.3332528
5302,00097_00002,100,90,1.3107355
5303,00098_00002,100,100,1.2818212
5304,00099_00012,100,90,1.1658229
5305,00100_00002,100,95,1.3629025
5306,00101_00001,100,80,1.6945271
5307,00102_00008,20,85,6.6285787
5308,00103_00009,100,100,1.3023991
5309,00103_00010,100,90,1.2249913
5310,00103_00013,100,95,1.1927155
5311,00104_00002,100,95,1.3337944
5312,00105_00003,100,90,1.4036934
5313,00106_00004,100,95,0.9293779
5314,00107_00003,100,90,1.5223964
5315,00107_00004,100,95,1.5576214
5316,00109_00010,100,90,1.3368976
5317,00110_00009,100,90,1.4454112
5318,00111_00001,100,90,1.3226795
5319,00112_00008,100,95,0.7831134
5320,00112_00009,100,80,0.8303231
5321,00113_00004,100,90,1.1383924
5322,00114_00003,100,90,1.3956004
5323,00115_00002,20,95,6.1298037
5324,00116_00002,100,85,1.5463371
5325,00117_00001,100,100,1.0586006
5326,00118_00006,20,90,6.2772572
5327,00119_00001,100,95,1.0566323
5328,00119_00002,100,100,1.1888218
5329,00119_00004,100,95,1.1676165
5330,00121_00001,100,95,1.0382965
5331,00122_00008,100,100,1.2015072
5332,00123_00001,100,100,0.8237899
5333,00123_00002,100,95,0.8158557
5334,00124_00001,100,95,1.0403819
5335,00125_00003,100,90,1.0102688
5336,00125_00004,100,90,1.02544
5337,00126_00001,100,100,1.356288
5338,00127_00001,100,90,2.0597938
5339,00128_00001,100,100,1.0571344
5340,00129_00001,100,95,1.0646028
5341,00130_00003,100,95,1.9662435
5342,00131_00016,20,85,6.2140196
5343,00132_00019,100,95,0.8939249
5344,00133_00002,100,90,0.8274937
5345,00133_00003,100,95,0.8047158
5346,00133_00004,100,95,0.9688493
5347,00134_00003,100,95,1.1534223
5348,00135_00007,100,95,1.388422
5349,00136_00001,100,95,1.4327375
5350,00138_00002,100,90,1.9482831
5351,00139_00005,100,95,1.3989935
5352,00140_00003,100,100,2.2483876
5353,00141_00003,100,90,2.3956302
5354,00142_00002,0,40,1.4731729
5355,00142_00005,100,100,1.4400728
5356,00143_00004,20,95,6.3622861
5357,00146_00001,100,100,1.337206
5358,00148_00005,100,95,1.3327751
5359,00149_00003,100,100,2.2329855
5360,00149_00004,100,90,2.5221039
5361,00151_00001,100,85,2.7410237
5362,00152_00001,100,85,1.4342162
5363,00152_00004,100,90,1.2717703
5364,00153_00001,100,80,1.4261967
5365,00154_00004,0,70,0.7564964
5366,00154_00008,100,90,1.1137508
5367,00155_00005,100,85,1.3131067
5368,00156_00002,100,95,1.3124208
5369,00157_00001,100,100,2.0034886
5370,00158_00006,100,100,1.6254269
5371,00159_00001,100,100,1.3388677
5372,00160_00001,100,95,1.3878171
5373,00161_00003,100,95,2.2247941
5374,00162_00001,100,70,1.3227683
5375,00163_00002,100,95,0.875077
5376,00163_00004,100,90,0.8873868
5377,00164_00001,100,100,1.0144256
5378,00165_00004,100,100,0.914769
5379,00166_00004,100,95,1.0385684
5380,00168_00004,100,95,1.3513974
5381,00169_00001,100,85,1.477607
5382,00169_00012,100,100,1.4174023
5383,00170_00002,100,100,1.076958
5384,00170_00003,100,85,0.8098162
5385,00171_00001,100,100,0.8685395
5386,00172_00001,0,0,0.790769
